SubID	Block	SearchType	Feature	MotionPresent	GroupMotion	Trial	SetSize	TargetPresent	Accuracy	RTms
9998	3	conjunction	shape	Motion	none	26	5	0	1	643
9998	3	conjunction	shape	Motion	none	27	1	0	1	513
9998	3	conjunction	shape	Motion	none	28	11	0	1	1017
9998	3	conjunction	shape	Motion	none	29	3	1	1	602
9998	3	conjunction	shape	Motion	none	30	3	0	1	473
9998	3	conjunction	shape	Motion	none	31	9	0	1	593
9998	3	conjunction	shape	Motion	none	32	11	0	1	813
9998	3	conjunction	shape	Motion	none	33	3	1	1	533
9998	3	conjunction	shape	Motion	none	34	7	1	1	619
9998	3	conjunction	shape	Motion	none	35	1	0	1	439
9998	3	conjunction	shape	Motion	none	36	5	1	1	558
9998	3	conjunction	shape	Motion	none	37	11	1	0	961
9998	3	conjunction	shape	Motion	none	38	5	0	1	630
9998	3	conjunction	shape	Motion	none	39	1	0	1	1000
9998	3	conjunction	shape	Motion	none	40	5	0	1	636
9998	3	conjunction	shape	Motion	none	41	1	1	1	606
9998	3	conjunction	shape	Motion	none	42	7	1	1	642
9998	3	conjunction	shape	Motion	none	43	11	0	1	845
9998	3	conjunction	shape	Motion	none	44	7	0	1	731
9998	3	conjunction	shape	Motion	none	45	11	1	1	618
9998	3	conjunction	shape	Motion	none	46	11	1	1	570
9998	3	conjunction	shape	Motion	none	47	5	1	1	456
9998	3	conjunction	shape	Motion	none	48	5	0	1	492
9998	3	conjunction	shape	Motion	none	49	9	1	1	545
9998	3	conjunction	shape	Motion	none	50	3	0	1	532
9998	3	conjunction	shape	Motion	none	51	9	0	1	701
9998	3	conjunction	shape	Motion	none	52	11	1	0	872
9998	3	conjunction	shape	Motion	none	53	5	1	0	1075
9998	3	conjunction	shape	Motion	none	54	5	0	1	659
9998	3	conjunction	shape	Motion	none	55	5	1	1	513
9998	3	conjunction	shape	Motion	none	56	11	0	1	1233
9998	3	conjunction	shape	Motion	none	57	7	0	1	668
9998	3	conjunction	shape	Motion	none	58	11	1	1	522
9998	3	conjunction	shape	Motion	none	59	3	1	1	507
9998	3	conjunction	shape	Motion	none	60	1	1	1	427
9998	3	conjunction	shape	Motion	none	61	7	0	1	596
9998	3	conjunction	shape	Motion	none	62	9	1	1	849
9998	3	conjunction	shape	Motion	none	63	3	1	1	468
9998	3	conjunction	shape	Motion	none	64	9	0	1	838
9998	3	conjunction	shape	Motion	none	65	7	1	1	441
9998	3	conjunction	shape	Motion	none	66	7	0	1	843
9998	3	conjunction	shape	Motion	none	67	5	1	1	746
9998	3	conjunction	shape	Motion	none	68	3	0	1	566
9998	3	conjunction	shape	Motion	none	69	7	1	1	668
9998	3	conjunction	shape	Motion	none	70	1	0	1	571
9998	3	conjunction	shape	Motion	none	71	9	1	1	625
9998	3	conjunction	shape	Motion	none	72	3	0	1	611
9998	4	conjunction	shape	Motion	none	1	5	1	1	616
9998	4	conjunction	shape	Motion	none	2	3	0	1	686
9998	4	conjunction	shape	Motion	none	3	5	1	1	655
9998	4	conjunction	shape	Motion	none	4	1	0	1	525
9998	4	conjunction	shape	Motion	none	5	11	1	1	912
9998	4	conjunction	shape	Motion	none	6	5	1	1	580
9998	4	conjunction	shape	Motion	none	7	5	0	1	584
9998	4	conjunction	shape	Motion	none	8	3	1	1	1003
9998	4	conjunction	shape	Motion	none	9	7	1	1	956
9998	4	conjunction	shape	Motion	none	10	1	0	1	509
9998	4	conjunction	shape	Motion	none	11	11	0	1	1379
9998	4	conjunction	shape	Motion	none	12	11	0	1	1299
9998	4	conjunction	shape	Motion	none	13	5	1	1	633
9998	4	conjunction	shape	Motion	none	14	9	0	1	653
9998	4	conjunction	shape	Motion	none	15	3	1	1	589
9998	4	conjunction	shape	Motion	none	16	7	1	1	525
9998	4	conjunction	shape	Motion	none	17	9	1	1	578
9998	4	conjunction	shape	Motion	none	18	5	0	1	531
9998	4	conjunction	shape	Motion	none	19	7	1	1	467
9998	4	conjunction	shape	Motion	none	20	9	0	1	603
9998	4	conjunction	shape	Motion	none	21	1	1	1	439
9998	4	conjunction	shape	Motion	none	22	9	0	1	725
9998	4	conjunction	shape	Motion	none	23	11	1	1	544
9998	4	conjunction	shape	Motion	none	24	1	0	1	480
9998	4	conjunction	shape	Motion	none	25	1	0	1	417
9998	4	conjunction	shape	Motion	none	26	5	0	1	770
9998	4	conjunction	shape	Motion	none	27	11	1	1	1757
9998	4	conjunction	shape	Motion	none	28	11	1	1	592
9998	4	conjunction	shape	Motion	none	29	5	1	1	428
9998	4	conjunction	shape	Motion	none	30	11	0	1	1515
9998	4	conjunction	shape	Motion	none	31	9	1	1	1201
9998	4	conjunction	shape	Motion	none	32	1	1	1	520
9998	4	conjunction	shape	Motion	none	33	5	0	1	523
9998	4	conjunction	shape	Motion	none	34	7	0	1	993
9998	4	conjunction	shape	Motion	none	35	3	1	1	712
9998	4	conjunction	shape	Motion	none	36	3	0	1	598
9998	4	conjunction	shape	Motion	none	37	9	1	1	818
9998	4	conjunction	shape	Motion	none	38	3	0	1	554
9998	4	conjunction	shape	Motion	none	39	1	0	1	524
9998	4	conjunction	shape	Motion	none	40	5	0	1	577
9998	4	conjunction	shape	Motion	none	41	7	1	1	613
9998	4	conjunction	shape	Motion	none	42	9	1	1	566
9998	4	conjunction	shape	Motion	none	43	11	1	1	535
9998	4	conjunction	shape	Motion	none	44	7	0	1	888
9998	4	conjunction	shape	Motion	none	45	3	0	1	524
9998	4	conjunction	shape	Motion	none	46	1	1	1	527
9998	4	conjunction	shape	Motion	none	47	7	0	1	580
9998	4	conjunction	shape	Motion	none	48	11	1	1	533
9998	4	conjunction	shape	Motion	none	49	3	0	1	486
9998	4	conjunction	shape	Motion	none	50	7	0	1	538
9998	4	conjunction	shape	Motion	none	51	7	1	1	424
9998	4	conjunction	shape	Motion	none	52	11	0	1	711
9998	4	conjunction	shape	Motion	none	53	1	1	1	580
9998	4	conjunction	shape	Motion	none	54	9	1	1	566
9998	4	conjunction	shape	Motion	none	55	9	0	1	986
9998	4	conjunction	shape	Motion	none	56	9	1	1	605
9998	4	conjunction	shape	Motion	none	57	7	0	1	725
9998	4	conjunction	shape	Motion	none	58	1	0	1	761
9998	4	conjunction	shape	Motion	none	59	3	0	1	581
9998	4	conjunction	shape	Motion	none	60	5	1	1	533
9998	4	conjunction	shape	Motion	none	61	9	0	1	1120
9998	4	conjunction	shape	Motion	none	62	3	1	1	558
9998	4	conjunction	shape	Motion	none	63	5	0	1	492
9998	4	conjunction	shape	Motion	none	64	9	0	1	745
9998	4	conjunction	shape	Motion	none	65	11	0	1	2533
9998	4	conjunction	shape	Motion	none	66	3	1	1	1483
9998	4	conjunction	shape	Motion	none	67	3	1	1	635
9998	4	conjunction	shape	Motion	none	68	1	1	1	471
9998	4	conjunction	shape	Motion	none	69	11	0	1	707
9998	4	conjunction	shape	Motion	none	70	7	1	1	527
9998	4	conjunction	shape	Motion	none	71	7	0	1	580
9998	4	conjunction	shape	Motion	none	72	1	1	1	466
