SubID	Block	SearchType	Feature	MotionPresent	GroupMotion	Trial	SetSize	TargetPresent	Accuracy	RTms
9997	2	conjunction	shape	Motion	none	19	1	0	1	474
9997	2	conjunction	shape	Motion	none	20	5	1	1	711
9997	2	conjunction	shape	Motion	none	21	1	0	1	914
9997	2	conjunction	shape	Motion	none	22	9	1	1	917
9997	2	conjunction	shape	Motion	none	23	3	1	1	886
9997	2	conjunction	shape	Motion	none	24	11	1	1	1173
9997	2	conjunction	shape	Motion	none	25	9	0	1	1126
9997	2	conjunction	shape	Motion	none	26	11	0	1	1113
9997	2	conjunction	shape	Motion	none	27	1	0	1	732
9997	2	conjunction	shape	Motion	none	28	9	1	1	684
9997	2	conjunction	shape	Motion	none	29	5	0	1	637
9997	2	conjunction	shape	Motion	none	30	11	1	1	540
9997	2	conjunction	shape	Motion	none	31	7	0	1	493
9997	2	conjunction	shape	Motion	none	32	5	0	1	512
9997	2	conjunction	shape	Motion	none	33	5	1	1	483
9997	2	conjunction	shape	Motion	none	34	5	1	1	535
9997	2	conjunction	shape	Motion	none	35	7	1	0	421
9997	2	conjunction	shape	Motion	none	36	1	0	1	692
9997	2	conjunction	shape	Motion	none	37	9	1	1	660
9997	2	conjunction	shape	Motion	none	38	11	1	1	647
9997	2	conjunction	shape	Motion	none	39	11	0	1	833
9997	2	conjunction	shape	Motion	none	40	7	0	1	752
9997	2	conjunction	shape	Motion	none	41	11	0	1	704
9997	2	conjunction	shape	Motion	none	42	3	1	1	474
9997	2	conjunction	shape	Motion	none	43	7	0	1	1161
9997	2	conjunction	shape	Motion	none	44	7	0	0	547
9997	2	conjunction	shape	Motion	none	45	5	0	0	549
9997	2	conjunction	shape	Motion	none	46	1	1	1	952
9997	2	conjunction	shape	Motion	none	47	3	0	1	472
9997	2	conjunction	shape	Motion	none	48	9	0	1	1008
9997	3	conjunction	shape	Motion	none	1	7	0	1	971
9997	3	conjunction	shape	Motion	none	2	7	1	1	507
9997	3	conjunction	shape	Motion	none	3	3	1	1	693
9997	3	conjunction	shape	Motion	none	4	9	1	0	679
9997	3	conjunction	shape	Motion	none	5	3	0	1	632
9997	3	conjunction	shape	Motion	none	6	3	1	1	535
9997	3	conjunction	shape	Motion	none	7	5	1	1	972
9997	3	conjunction	shape	Motion	none	8	3	0	1	574
9997	3	conjunction	shape	Motion	none	9	3	1	1	560
9997	3	conjunction	shape	Motion	none	10	9	1	1	430
9997	3	conjunction	shape	Motion	none	11	1	1	1	432
9997	3	conjunction	shape	Motion	none	12	1	0	1	753
9997	3	conjunction	shape	Motion	none	13	11	0	1	1122
9997	3	conjunction	shape	Motion	none	14	3	0	1	591
9997	3	conjunction	shape	Motion	none	15	1	1	1	393
9997	3	conjunction	shape	Motion	none	16	5	0	1	630
9997	3	conjunction	shape	Motion	none	17	3	1	1	483
9997	3	conjunction	shape	Motion	none	18	9	0	1	619
9997	3	conjunction	shape	Motion	none	19	7	1	1	455
9997	3	conjunction	shape	Motion	none	20	11	1	1	824
9997	3	conjunction	shape	Motion	none	21	9	0	1	610
9997	3	conjunction	shape	Motion	none	22	5	0	1	530
9997	3	conjunction	shape	Motion	none	23	5	1	1	632
9997	3	conjunction	shape	Motion	none	24	5	0	1	568
9997	3	conjunction	shape	Motion	none	25	11	0	1	671
9997	3	conjunction	shape	Motion	none	26	11	1	1	1058
9997	3	conjunction	shape	Motion	none	27	1	0	1	660
9997	3	conjunction	shape	Motion	none	28	9	0	1	697
9997	3	conjunction	shape	Motion	none	29	9	0	1	600
9997	3	conjunction	shape	Motion	none	30	5	1	1	552
9997	3	conjunction	shape	Motion	none	31	7	1	1	439
9997	3	conjunction	shape	Motion	none	32	11	0	1	1092
9997	3	conjunction	shape	Motion	none	33	5	1	1	578
9997	3	conjunction	shape	Motion	none	34	1	0	1	514
9997	3	conjunction	shape	Motion	none	35	7	0	1	601
9997	3	conjunction	shape	Motion	none	36	1	1	1	453
9997	3	conjunction	shape	Motion	none	37	9	1	1	423
9997	3	conjunction	shape	Motion	none	38	3	0	1	508
9997	3	conjunction	shape	Motion	none	39	5	0	1	495
9997	3	conjunction	shape	Motion	none	40	1	0	0	431
9997	3	conjunction	shape	Motion	none	41	11	1	1	567
9997	3	conjunction	shape	Motion	none	42	1	1	1	453
9997	3	conjunction	shape	Motion	none	43	7	0	1	506
9997	3	conjunction	shape	Motion	none	44	11	1	1	475
9997	3	conjunction	shape	Motion	none	45	7	0	1	662
9997	3	conjunction	shape	Motion	none	46	7	1	1	1032
9997	3	conjunction	shape	Motion	none	47	11	0	1	617
9997	3	conjunction	shape	Motion	none	48	9	1	1	536
9997	4	conjunction	shape	Motion	none	1	11	0	1	963
9997	4	conjunction	shape	Motion	none	2	9	1	1	466
9997	4	conjunction	shape	Motion	none	3	3	1	1	752
9997	4	conjunction	shape	Motion	none	4	7	0	1	505
9997	4	conjunction	shape	Motion	none	5	11	1	1	542
9997	4	conjunction	shape	Motion	none	6	3	1	1	461
9997	4	conjunction	shape	Motion	none	7	7	0	1	663
9997	4	conjunction	shape	Motion	none	8	7	1	1	566
9997	4	conjunction	shape	Motion	none	9	7	0	1	552
9997	4	conjunction	shape	Motion	none	10	1	1	1	522
9997	4	conjunction	shape	Motion	none	11	11	1	1	541
9997	4	conjunction	shape	Motion	none	12	9	1	1	493
9997	4	conjunction	shape	Motion	none	13	1	0	1	530
9997	4	conjunction	shape	Motion	none	14	9	1	0	566
9997	4	conjunction	shape	Motion	none	15	3	0	1	636
9997	4	conjunction	shape	Motion	none	16	11	1	1	555
9997	4	conjunction	shape	Motion	none	17	1	1	1	408
9997	4	conjunction	shape	Motion	none	18	9	0	1	645
9997	4	conjunction	shape	Motion	none	19	11	0	1	748
9997	4	conjunction	shape	Motion	none	20	5	0	1	1101
9997	4	conjunction	shape	Motion	none	21	5	1	1	770
9997	4	conjunction	shape	Motion	none	22	5	0	1	673
9997	4	conjunction	shape	Motion	none	23	1	0	1	409
9997	4	conjunction	shape	Motion	none	24	3	0	1	446
9997	4	conjunction	shape	Motion	none	25	1	1	1	448
9997	4	conjunction	shape	Motion	none	26	7	1	1	434
9997	4	conjunction	shape	Motion	none	27	1	0	1	554
9997	4	conjunction	shape	Motion	none	28	5	1	1	457
9997	4	conjunction	shape	Motion	none	29	1	0	1	460
9997	4	conjunction	shape	Motion	none	30	5	1	1	696
9997	4	conjunction	shape	Motion	none	31	11	1	1	449
9997	4	conjunction	shape	Motion	none	32	11	0	1	501
9997	4	conjunction	shape	Motion	none	33	5	1	0	453
9997	4	conjunction	shape	Motion	none	34	7	1	1	439
9997	4	conjunction	shape	Motion	none	35	3	1	1	392
9997	4	conjunction	shape	Motion	none	36	3	0	0	379
9997	4	conjunction	shape	Motion	none	37	11	0	1	631
9997	4	conjunction	shape	Motion	none	38	5	0	1	685
9997	4	conjunction	shape	Motion	none	39	9	1	1	470
9997	4	conjunction	shape	Motion	none	40	9	0	1	590
9997	4	conjunction	shape	Motion	none	41	1	1	1	676
9997	4	conjunction	shape	Motion	none	42	5	0	1	629
9997	4	conjunction	shape	Motion	none	43	9	0	1	899
9997	4	conjunction	shape	Motion	none	44	3	0	0	1402
9997	4	conjunction	shape	Motion	none	45	3	1	1	654
9997	4	conjunction	shape	Motion	none	46	7	0	1	508
9997	4	conjunction	shape	Motion	none	47	9	0	1	693
9997	4	conjunction	shape	Motion	none	48	7	1	1	512
